duration,start_date,start_station_id,end_date,end_station_id,bike_id,subscription_type,zip_code
56857,09/08/2016 17:34:06,21,09/09/2016 09:21:43,25,236,Subscriber,75672
28988,06/26/2016 04:49:36,3,06/26/2016 12:52:44,6,244,Customer,82907
104529,04/04/2016 20:38:31,18,04/06/2016 01:40:40,12,62,Customer,23335
32271,06/10/2016 19:29:54,7,06/11/2016 04:27:45,18,400,Customer,26652
5744,08/02/2016 00:55:35,12,08/02/2016 02:31:19,25,344,Customer,86906
171552,05/01/2016 16:41:27,15,05/03/2016 16:20:39,25,73,Customer,70060
136157,01/01/2017 01:50:23,6,01/02/2017 15:39:40,9,161,Customer,22422
80700,05/17/2016 15:53:02,14,05/18/2016 14:18:02,2,392,Customer,86868
93743,03/04/2016 23:45:51,18,03/06/2016 01:48:14,20,352,Subscriber,65710
42310,03/23/2016 03:45:31,10,03/23/2016 15:30:41,14,398,Subscriber,49673
82097,10/23/2016 22:53:34,7,10/24/2016 21:41:51,8,282,Subscriber,28501
2432,04/21/2016 14:15:06,19,04/21/2016 14:55:38,21,123,Customer,62696
145740,06/03/2016 16:42:34,11,06/05/2016 09:11:34,9,84,Customer,95189
127370,09/11/2016 08:11:23,4,09/12/2016 19:34:13,25,154,Subscriber,16160
127723,08/31/2016 00:59:37,3,09/01/2016 12:28:20,17,306,Subscriber,71367
95933,03/17/2016 04:08:24,14,03/18/2016 06:47:17,11,18,Subscriber,06448
57368,04/05/2016 11:46:11,3,04/06/2016 03:42:19,20,155,Subscriber,21593
82477,04/17/2016 16:02:11,3,04/18/2016 14:56:48,2,306,Subscriber,14871
143288,11/05/2016 13:54:31,23,11/07/2016 05:42:39,11,19,Customer,51507
116554,12/16/2016 13:11:43,10,12/17/2016 21:34:17,13,418,Customer,92015
106940,10/03/2016 20:42:31,25,10/05/2016 02:24:51,4,198,Subscriber,22809
69534,12/05/2016 01:46:40,18,12/05/2016 21:05:34,23,80,Subscriber,20439
89724,04/28/2016 07:01:02,22,04/29/2016 07:56:26,20,148,Customer,46629
142887,12/04/2016 00:18:26,5,12/05/2016 15:59:53,7,427,Subscriber,60297
34662,03/27/2016 03:43:59,12,03/27/2016 13:21:41,19,320,Subscriber,68137
80124,03/10/2016 19:07:58,18,03/11/2016 17:23:22,11,486,Customer,68296
103712,05/12/2016 13:17:12,20,05/13/2016 18:05:44,9,389,Customer,93708
11813,12/19/2016 20:06:59,14,12/19/2016 23:23:52,14,23,Subscriber,36707
83838,01/04/2017 12:51:04,22,01/05/2017 12:08:22,1,81,Customer,38388
36030,05/12/2016 07:28:50,12,05/12/2016 17:29:20,14,7,Subscriber,45485
27589,11/12/2016 06:59:44,14,11/12/2016 14:39:33,19,90,Customer,47477
147553,09/17/2016 08:47:25,9,09/19/2016 01:46:38,1,327,Subscriber,55631
26955,11/07/2016 07:47:05,17,11/07/2016 15:16:20,18,368,Customer,40302
144003,03/27/2016 15:05:06,3,03/29/2016 07:05:09,25,299,Subscriber,54930
96694,09/28/2016 02:37:57,19,09/29/2016 05:29:31,1,319,Subscriber,70204
136358,03/11/2016 02:00:29,17,03/12/2016 15:53:07,20,279,Customer,98014
71648,03/05/2016 20:08:20,13,03/06/2016 16:02:28,24,364,Customer,53520
106856,03/29/2016 01:08:04,12,03/30/2016 06:49:00,10,160,Subscriber,21466
50464,03/10/2016 00:09:22,17,03/10/2016 14:10:26,5,459,Subscriber,17962
73734,04/23/2016 01:41:52,12,04/23/2016 22:10:46,24,212,Customer,25542
193,09/09/2016 21:32:38,4,09/09/2016 21:35:51,14,165,Customer,95717
81951,06/04/2016 21:15:49,8,06/05/2016 20:01:40,21,220,Customer,83754
155237,11/28/2016 19:17:00,22,11/30/2016 14:24:17,3,400,Subscriber,80494
134353,03/10/2016 22:50:39,20,03/12/2016 12:09:52,19,422,Customer,30476
151951,07/13/2016 13:24:42,14,07/15/2016 07:37:13,24,14,Customer,60532
169263,01/02/2017 02:05:45,10,01/04/2017 01:06:48,5,377,Subscriber,09477
60150,05/24/2016 10:31:28,7,05/25/2016 03:13:58,7,49,Subscriber,90311
54052,09/26/2016 07:59:09,23,09/26/2016 23:00:01,1,102,Customer,38033
100730,06/09/2016 17:13:17,9,06/10/2016 21:12:07,5,444,Subscriber,28083
153487,02/04/2016 13:20:40,20,02/06/2016 07:58:47,17,115,Customer,90580
8910,11/15/2016 00:54:32,21,11/15/2016 03:23:02,18,455,Customer,46101
59420,05/06/2016 10:16:22,21,05/07/2016 02:46:42,17,74,Customer,98690
169837,10/15/2016 05:36:02,25,10/17/2016 04:46:39,9,361,Customer,83156
18268,08/28/2016 03:17:44,12,08/28/2016 08:22:12,15,384,Subscriber,11692
137313,05/22/2016 10:54:19,24,05/24/2016 01:02:52,23,466,Customer,27477
155778,12/03/2016 09:50:16,3,12/05/2016 05:06:34,10,277,Subscriber,04380
64940,06/12/2016 02:00:47,9,06/12/2016 20:03:07,10,345,Customer,74814
13509,02/07/2016 20:10:20,7,02/07/2016 23:55:29,23,393,Subscriber,83004
35122,02/26/2016 08:02:19,17,02/26/2016 17:47:41,20,191,Customer,38951
44100,02/16/2016 07:35:45,23,02/16/2016 19:50:45,9,478,Subscriber,48421
131681,02/29/2016 11:50:48,25,03/02/2016 00:25:29,7,394,Customer,96931
160042,12/07/2016 23:33:16,18,12/09/2016 20:00:38,16,111,Subscriber,22981
98595,06/23/2016 05:24:48,23,06/24/2016 08:48:03,20,290,Subscriber,10257
87718,10/14/2016 03:08:43,22,10/15/2016 03:30:41,2,293,Customer,62423
1200,09/22/2016 01:33:42,1,09/22/2016 01:53:42,25,197,Subscriber,81498
163054,03/21/2016 09:38:46,20,03/23/2016 06:56:20,12,7,Customer,44383
155711,11/29/2016 08:42:31,25,12/01/2016 03:57:42,16,449,Customer,40528
76529,10/03/2016 02:11:57,23,10/03/2016 23:27:26,17,223,Customer,45135
19859,01/31/2017 20:26:26,11,02/01/2017 01:57:25,21,480,Customer,53307
115777,09/26/2016 06:11:37,24,09/27/2016 14:21:14,17,76,Subscriber,05056
32730,11/19/2016 00:06:13,15,11/19/2016 09:11:43,14,358,Subscriber,66548
21582,03/04/2016 09:27:04,11,03/04/2016 15:26:46,22,423,Customer,76522
104937,09/03/2016 05:04:48,15,09/04/2016 10:13:45,8,64,Subscriber,78646
87948,12/12/2016 21:48:37,9,12/13/2016 22:14:25,5,360,Subscriber,26044
150437,08/03/2016 17:45:07,12,08/05/2016 11:32:24,4,197,Customer,21735
85514,03/28/2016 17:49:24,2,03/29/2016 17:34:38,20,448,Customer,65784
5773,11/08/2016 06:31:34,16,11/08/2016 08:07:47,25,36,Subscriber,55109
57416,11/28/2016 20:05:18,19,11/29/2016 12:02:14,24,377,Subscriber,55378
15000,06/14/2016 20:22:09,3,06/15/2016 00:32:09,13,391,Customer,01743
73416,12/26/2016 05:38:11,1,12/27/2016 02:01:47,19,355,Customer,72372
159970,07/24/2016 00:09:49,25,07/25/2016 20:35:59,7,361,Subscriber,80210
133904,11/02/2016 03:01:16,11,11/03/2016 16:13:00,3,133,Subscriber,02827
123931,10/04/2016 08:52:39,25,10/05/2016 19:18:10,6,232,Customer,02203
38293,05/23/2016 05:15:57,13,05/23/2016 15:54:10,6,230,Customer,74864
124854,03/14/2016 10:59:07,6,03/15/2016 21:40:01,20,350,Subscriber,07716
48278,02/06/2016 05:07:45,15,02/06/2016 18:32:23,21,172,Customer,16029
155450,10/15/2016 13:40:54,13,10/17/2016 08:51:44,19,326,Customer,58463
81681,08/05/2016 06:00:08,10,08/06/2016 04:41:29,17,327,Subscriber,71358
144446,12/06/2016 00:55:06,13,12/07/2016 17:02:32,24,206,Subscriber,66648
87860,12/29/2016 20:55:36,11,12/30/2016 21:19:56,11,298,Subscriber,72768
59033,09/18/2016 17:24:49,8,09/19/2016 09:48:42,5,344,Customer,08344
42823,09/30/2016 18:52:41,15,10/01/2016 06:46:24,11,345,Customer,86832
51386,01/07/2017 17:46:48,22,01/08/2017 08:03:14,5,31,Subscriber,15078
137852,05/06/2016 21:21:32,19,05/08/2016 11:39:04,3,215,Subscriber,13123
79284,01/26/2017 10:25:38,18,01/27/2017 08:27:02,22,161,Subscriber,02151
170130,07/07/2016 17:33:18,23,07/09/2016 16:48:48,24,118,Customer,46864
29198,04/17/2016 12:21:37,8,04/17/2016 20:28:15,11,316,Subscriber,93041
119542,04/11/2016 04:40:10,20,04/12/2016 13:52:32,15,40,Customer,18586
108041,05/25/2016 08:45:17,24,05/26/2016 14:45:58,20,280,Customer,85878
175591,11/10/2016 22:31:55,4,11/12/2016 23:18:26,14,378,Customer,91875
36541,02/19/2016 23:49:08,3,02/20/2016 09:58:09,16,70,Subscriber,81353
18054,03/30/2016 14:39:40,15,03/30/2016 19:40:34,5,295,Customer,28868
170580,08/12/2016 07:43:44,2,08/14/2016 07:06:44,7,151,Customer,54389
15480,05/25/2016 17:21:30,25,05/25/2016 21:39:30,4,219,Customer,19932
82856,03/30/2016 00:28:50,19,03/30/2016 23:29:46,3,333,Subscriber,73152
58087,03/12/2016 09:11:06,23,03/13/2016 01:19:13,15,177,Subscriber,02074
133320,11/18/2016 19:57:44,24,11/20/2016 08:59:44,1,412,Subscriber,87286
27206,12/08/2016 07:27:57,23,12/08/2016 15:01:23,16,462,Customer,51506
38059,02/24/2016 01:20:32,16,02/24/2016 11:54:51,21,154,Customer,62318
86061,01/09/2017 10:42:43,5,01/10/2017 10:37:04,16,247,Subscriber,68052
12089,12/11/2016 00:49:51,14,12/11/2016 04:11:20,8,454,Customer,70839
162420,01/28/2017 19:13:27,14,01/30/2017 16:20:27,25,330,Subscriber,18681
52967,07/08/2016 18:16:19,23,07/09/2016 08:59:06,14,236,Customer,10343
98507,01/12/2017 23:02:03,11,01/14/2017 02:23:50,18,384,Subscriber,55523
46500,08/07/2016 09:22:04,19,08/07/2016 22:17:04,6,476,Subscriber,14295
127740,04/05/2016 16:55:42,4,04/07/2016 04:24:42,23,44,Customer,33335
117827,07/29/2016 14:23:19,13,07/30/2016 23:07:06,12,241,Customer,73460
41590,09/04/2016 10:08:37,17,09/04/2016 21:41:47,1,78,Customer,59965
87339,08/03/2016 06:53:33,9,08/04/2016 07:09:12,18,87,Customer,49681
176412,09/14/2016 05:30:09,13,09/16/2016 06:30:21,10,389,Customer,73648
111456,07/15/2016 19:38:23,4,07/17/2016 02:35:59,14,338,Customer,63932
108591,04/06/2016 20:00:45,1,04/08/2016 02:10:36,17,244,Subscriber,91766
114145,01/15/2017 17:50:11,13,01/17/2017 01:32:36,8,364,Subscriber,55570
140096,03/09/2016 15:46:14,15,03/11/2016 06:41:10,13,332,Customer,52622
96975,09/21/2016 20:55:24,18,09/22/2016 23:51:39,3,373,Subscriber,73418
140003,03/13/2016 14:46:03,5,03/15/2016 05:39:26,21,105,Subscriber,02523
81099,02/25/2016 08:37:14,4,02/26/2016 07:08:53,25,157,Subscriber,37458
8579,04/16/2016 02:28:25,9,04/16/2016 04:51:24,15,396,Customer,35413
152856,12/08/2016 00:51:18,12,12/09/2016 19:18:54,1,161,Customer,91332
88280,03/23/2016 22:38:28,9,03/24/2016 23:09:48,20,82,Subscriber,71327
59275,05/04/2016 09:41:02,9,05/05/2016 02:08:57,25,26,Subscriber,30558
146216,10/09/2016 23:52:33,10,10/11/2016 16:29:29,2,363,Subscriber,84623
153624,08/26/2016 00:10:48,25,08/27/2016 18:51:12,4,465,Subscriber,52584
139518,05/21/2016 05:46:34,8,05/22/2016 20:31:52,21,30,Subscriber,92918
100359,08/12/2016 02:36:15,24,08/13/2016 06:28:54,21,276,Customer,99263
53979,04/02/2016 08:51:28,24,04/02/2016 23:51:07,8,449,Subscriber,29659
7891,03/19/2016 20:25:13,1,03/19/2016 22:36:44,25,237,Customer,33088
29927,03/11/2016 22:59:36,7,03/12/2016 07:18:23,9,70,Subscriber,66173
99766,03/31/2016 18:29:49,12,04/01/2016 22:12:35,12,278,Subscriber,03547
59602,11/14/2016 04:55:14,6,11/14/2016 21:28:36,25,75,Customer,39182
110049,09/02/2016 07:30:54,21,09/03/2016 14:05:03,21,75,Customer,96257
98620,11/26/2016 19:22:29,13,11/27/2016 22:46:09,18,468,Customer,16387
160242,08/02/2016 09:22:09,18,08/04/2016 05:52:51,15,320,Subscriber,12564
162596,05/23/2016 19:41:28,9,05/25/2016 16:51:24,7,463,Customer,33206
11697,08/03/2016 22:21:31,21,08/04/2016 01:36:28,1,448,Subscriber,72144
44093,06/29/2016 19:34:02,3,06/30/2016 07:48:55,3,160,Subscriber,30953
112879,02/06/2016 03:14:59,11,02/07/2016 10:36:18,18,328,Subscriber,88374
156441,07/12/2016 10:25:06,13,07/14/2016 05:52:27,22,91,Subscriber,71158
32438,07/17/2016 09:04:03,14,07/17/2016 18:04:41,19,201,Customer,99154
4597,06/27/2016 20:22:31,21,06/27/2016 21:39:08,23,241,Customer,39293
166005,12/14/2016 19:28:27,23,12/16/2016 17:35:12,5,240,Subscriber,67653
25304,12/20/2016 01:29:06,21,12/20/2016 08:30:50,11,486,Customer,38687
62238,07/19/2016 04:07:49,6,07/19/2016 21:25:07,2,20,Subscriber,28486
125532,03/24/2016 06:03:51,22,03/25/2016 16:56:03,3,282,Subscriber,22158
51729,04/23/2016 02:18:09,11,04/23/2016 16:40:18,5,311,Subscriber,54815
139903,08/22/2016 02:53:12,14,08/23/2016 17:44:55,21,104,Customer,17295
170217,02/02/2016 21:45:25,7,02/04/2016 21:02:22,14,381,Subscriber,46291
89543,10/20/2016 17:36:29,17,10/21/2016 18:28:52,11,293,Subscriber,07226
113764,11/08/2016 22:43:07,15,11/10/2016 06:19:11,3,336,Customer,95351
39530,06/02/2016 23:53:09,14,06/03/2016 10:51:59,19,423,Customer,26939
70140,07/24/2016 18:04:22,25,07/25/2016 13:33:22,22,310,Subscriber,26049
35627,07/23/2016 17:01:39,7,07/24/2016 02:55:26,25,389,Subscriber,99028
116873,03/04/2016 02:48:40,15,03/05/2016 11:16:33,13,338,Customer,40719
33639,11/11/2016 22:08:15,19,11/12/2016 07:28:54,23,361,Subscriber,21008
113820,04/12/2016 00:24:30,21,04/13/2016 08:01:30,9,110,Subscriber,77447
54411,10/07/2016 03:08:02,6,10/07/2016 18:14:53,12,268,Subscriber,78002
129574,09/26/2016 12:27:29,14,09/28/2016 00:27:03,6,330,Customer,66326
95858,10/19/2016 13:32:29,20,10/20/2016 16:10:07,10,225,Subscriber,93432
17396,04/05/2016 15:16:32,15,04/05/2016 20:06:28,7,342,Customer,15917
45263,01/24/2017 23:46:34,7,01/25/2017 12:20:57,14,358,Customer,58474
143896,02/01/2017 11:16:49,6,02/03/2017 03:15:05,3,128,Customer,93120
133991,04/06/2016 22:00:23,1,04/08/2016 11:13:34,13,454,Customer,78114
133606,01/15/2017 05:18:14,23,01/16/2017 18:25:00,7,400,Customer,03490
173139,09/02/2016 07:04:47,10,09/04/2016 07:10:26,8,475,Customer,07825
171932,04/07/2016 06:47:24,3,04/09/2016 06:32:56,6,252,Customer,43581
55905,06/25/2016 00:38:38,18,06/25/2016 16:10:23,12,189,Customer,25188
91545,04/18/2016 15:48:45,6,04/19/2016 17:14:30,2,228,Customer,92992
118447,11/02/2016 18:31:54,14,11/04/2016 03:26:01,4,324,Customer,86116
152643,03/11/2016 01:31:36,1,03/12/2016 19:55:39,19,358,Customer,20993
10497,09/22/2016 04:20:03,11,09/22/2016 07:15:00,25,276,Subscriber,49419
151291,01/28/2017 15:26:35,9,01/30/2017 09:28:06,24,446,Subscriber,54700
51150,02/05/2016 12:52:30,12,02/06/2016 03:05:00,23,129,Subscriber,97038
131296,09/16/2016 00:47:37,4,09/17/2016 13:15:53,21,24,Subscriber,17616
6011,05/12/2016 17:43:48,18,05/12/2016 19:23:59,6,24,Subscriber,06407
140275,12/06/2016 11:27:34,12,12/08/2016 02:25:29,20,428,Customer,87269
32423,06/21/2016 04:20:58,18,06/21/2016 13:21:21,16,347,Customer,36665
110000,06/24/2016 22:09:58,24,06/26/2016 04:43:18,9,29,Customer,66799
99706,09/06/2016 21:28:15,20,09/08/2016 01:10:01,9,443,Customer,58262
63509,06/14/2016 06:29:10,18,06/15/2016 00:07:39,13,347,Subscriber,22614
56822,04/25/2016 18:48:18,23,04/26/2016 10:35:20,14,224,Subscriber,08126
109597,03/31/2016 04:46:44,18,04/01/2016 11:13:21,11,106,Subscriber,36692
18060,10/19/2016 16:41:04,19,10/19/2016 21:42:04,2,73,Subscriber,07513
18894,02/08/2016 06:30:11,20,02/08/2016 11:45:05,25,32,Customer,69663
55642,09/09/2016 15:07:02,20,09/10/2016 06:34:24,5,376,Subscriber,16918
23852,08/13/2016 06:58:59,18,08/13/2016 13:36:31,2,207,Subscriber,39832
109147,09/11/2016 05:04:58,13,09/12/2016 11:24:05,13,51,Subscriber,57259
85013,02/06/2016 16:59:23,8,02/07/2016 16:36:16,21,232,Customer,73624
87235,04/25/2016 01:25:01,12,04/26/2016 01:38:56,11,323,Subscriber,22097
7961,11/01/2016 18:45:03,7,11/01/2016 20:57:44,7,433,Subscriber,65282
87727,10/11/2016 11:17:08,11,10/12/2016 11:39:15,25,429,Subscriber,63846
166302,09/23/2016 11:03:50,21,09/25/2016 09:15:32,24,162,Customer,76831
13441,01/05/2017 12:13:56,23,01/05/2017 15:57:57,2,16,Customer,27580
63700,05/17/2016 03:49:35,17,05/17/2016 21:31:15,15,344,Subscriber,06985
131346,10/06/2016 20:32:33,25,10/08/2016 09:01:39,16,151,Subscriber,94111
96060,11/30/2016 10:02:42,15,12/01/2016 12:43:42,18,407,Subscriber,83308
68132,05/29/2016 21:01:34,12,05/30/2016 15:57:06,3,197,Customer,09711
67625,06/03/2016 20:07:04,12,06/04/2016 14:54:09,19,261,Customer,66253
147363,01/21/2017 05:26:28,18,01/22/2017 22:22:31,5,434,Subscriber,84055
939,03/26/2016 18:14:41,8,03/26/2016 18:30:20,15,235,Subscriber,28440
91834,08/29/2016 20:50:24,21,08/30/2016 22:20:58,1,81,Customer,01645
83265,09/09/2016 03:33:22,8,09/10/2016 02:41:07,6,266,Subscriber,05337
133654,09/16/2016 02:54:30,21,09/17/2016 16:02:04,4,195,Subscriber,46050
172831,02/15/2016 14:53:08,7,02/17/2016 14:53:39,20,24,Customer,84459
154111,12/03/2016 22:40:28,15,12/05/2016 17:28:59,3,156,Customer,38079
32331,12/09/2016 15:35:31,25,12/10/2016 00:34:22,19,36,Customer,70276
119874,10/06/2016 10:24:43,2,10/07/2016 19:42:37,11,293,Subscriber,16271
42328,07/23/2016 00:22:37,8,07/23/2016 12:08:05,4,120,Subscriber,36105
28937,09/09/2016 18:06:45,9,09/10/2016 02:09:02,15,475,Customer,44002
62494,09/02/2016 19:29:50,21,09/03/2016 12:51:24,17,108,Customer,84507
104402,09/23/2016 17:31:44,11,09/24/2016 22:31:46,23,357,Customer,45072
132085,12/06/2016 07:35:31,25,12/07/2016 20:16:56,1,94,Subscriber,33368
5791,11/26/2016 17:11:04,17,11/26/2016 18:47:35,11,373,Customer,03697
166688,12/11/2016 07:33:12,16,12/13/2016 05:51:20,10,302,Subscriber,92706
28127,04/05/2016 00:12:29,12,04/05/2016 08:01:16,25,26,Customer,27454
158520,01/08/2017 12:00:02,14,01/10/2017 08:02:02,12,13,Customer,73589
76606,11/06/2016 20:34:49,15,11/07/2016 17:51:35,3,229,Customer,65075
7172,02/07/2016 11:40:45,16,02/07/2016 13:40:17,13,234,Subscriber,51791
5501,08/09/2016 00:16:47,6,08/09/2016 01:48:28,14,74,Subscriber,63577
57084,05/19/2016 09:07:14,5,05/20/2016 00:58:38,25,180,Customer,25460
82549,04/23/2016 01:53:47,1,04/24/2016 00:49:36,11,432,Customer,39111
8762,04/01/2016 01:24:07,19,04/01/2016 03:50:09,19,444,Customer,43760
9010,08/01/2016 12:27:41,19,08/01/2016 14:57:51,19,108,Subscriber,47032
70238,03/22/2016 15:32:57,10,03/23/2016 11:03:35,17,343,Subscriber,81176
24440,01/11/2017 17:30:24,17,01/12/2017 00:17:44,17,68,Customer,85596
76682,07/31/2016 01:13:41,13,07/31/2016 22:31:43,4,447,Customer,06237
98726,08/11/2016 22:35:54,16,08/13/2016 02:01:20,17,72,Customer,39777
74859,04/08/2016 18:29:43,3,04/09/2016 15:17:22,13,412,Customer,13219
133355,08/21/2016 18:15:14,25,08/23/2016 07:17:49,25,306,Subscriber,56845
175454,02/05/2016 22:42:44,3,02/07/2016 23:26:58,11,85,Subscriber,45912
144206,06/05/2016 17:15:32,12,06/07/2016 09:18:58,5,371,Subscriber,49388
73279,07/13/2016 03:13:28,13,07/13/2016 23:34:47,1,211,Customer,52560
63120,09/04/2016 18:07:32,22,09/05/2016 11:39:32,10,168,Customer,30949
166014,06/21/2016 12:44:04,10,06/23/2016 10:50:58,15,322,Subscriber,38062
166719,10/12/2016 07:11:48,5,10/14/2016 05:30:27,11,417,Customer,64641
41301,10/31/2016 22:19:32,6,11/01/2016 09:47:53,2,457,Customer,13823
29009,09/25/2016 15:39:40,17,09/25/2016 23:43:09,25,60,Subscriber,78933
102640,09/04/2016 16:28:05,2,09/05/2016 20:58:45,1,198,Customer,10405
153151,05/06/2016 22:51:21,3,05/08/2016 17:23:52,12,282,Subscriber,38513
152189,08/05/2016 08:25:03,23,08/07/2016 02:41:32,11,402,Customer,22317
138518,04/09/2016 17:34:11,18,04/11/2016 08:02:49,3,105,Subscriber,69618
27043,04/15/2016 08:27:12,18,04/15/2016 15:57:55,9,183,Subscriber,14571
43214,09/30/2016 07:49:17,11,09/30/2016 19:49:31,15,73,Subscriber,40936
161945,04/19/2016 21:37:02,21,04/21/2016 18:36:07,6,159,Subscriber,20697
76980,10/15/2016 02:00:30,5,10/15/2016 23:23:30,19,111,Customer,42787
15981,05/13/2016 14:12:46,21,05/13/2016 18:39:07,18,315,Customer,09485
162470,12/04/2016 07:40:52,15,12/06/2016 04:48:42,21,8,Customer,52333
169083,11/15/2016 08:27:01,24,11/17/2016 07:25:04,8,381,Customer,78626
112333,05/04/2016 22:27:37,16,05/06/2016 05:39:50,19,436,Customer,68698
58000,08/26/2016 11:11:33,5,08/27/2016 03:18:13,18,69,Customer,72349
47284,09/05/2016 19:40:23,22,09/06/2016 08:48:27,25,279,Subscriber,37366
89734,06/18/2016 04:10:38,9,06/19/2016 05:06:12,21,33,Subscriber,47765
9853,05/12/2016 13:52:13,22,05/12/2016 16:36:26,2,127,Subscriber,78682
96454,08/12/2016 14:35:57,1,08/13/2016 17:23:31,4,473,Subscriber,83534
93635,08/02/2016 18:12:14,24,08/03/2016 20:12:49,24,253,Subscriber,08045
84956,11/13/2016 09:05:24,6,11/14/2016 08:41:20,2,450,Customer,04230
119990,03/06/2016 06:53:22,8,03/07/2016 16:13:12,15,34,Customer,03636
148745,06/17/2016 15:05:19,7,06/19/2016 08:24:24,7,326,Subscriber,55127
15840,10/31/2016 16:33:29,15,10/31/2016 20:57:29,11,56,Customer,72821
99897,04/11/2016 01:46:40,23,04/12/2016 05:31:37,8,236,Subscriber,04873
25530,11/17/2016 13:17:01,20,11/17/2016 20:22:31,9,185,Subscriber,51409
164686,09/27/2016 06:28:29,14,09/29/2016 04:13:15,19,37,Subscriber,36480
152505,09/20/2016 01:22:18,8,09/21/2016 19:44:03,7,247,Subscriber,83554
36961,04/16/2016 23:39:35,14,04/17/2016 09:55:36,25,451,Subscriber,16718
79916,12/18/2016 00:55:00,20,12/18/2016 23:06:56,22,457,Subscriber,65243
158446,01/15/2017 19:14:05,19,01/17/2017 15:14:51,19,434,Subscriber,41007
74448,11/09/2016 01:27:51,19,11/09/2016 22:08:39,11,176,Subscriber,93163
19483,02/04/2016 10:21:26,6,02/04/2016 15:46:09,18,392,Subscriber,99571
56450,10/10/2016 12:23:57,20,10/11/2016 04:04:47,5,401,Customer,97438
160939,10/18/2016 09:28:49,18,10/20/2016 06:11:08,13,256,Subscriber,17922
163118,09/06/2016 05:19:04,5,09/08/2016 02:37:42,7,126,Subscriber,31395
82748,03/25/2016 22:45:51,10,03/26/2016 21:44:59,12,411,Subscriber,98523
175622,09/25/2016 09:17:46,16,09/27/2016 10:04:48,22,48,Subscriber,26266
116227,03/02/2016 04:29:58,9,03/03/2016 12:47:05,2,321,Subscriber,66758
135311,01/27/2017 16:14:26,17,01/29/2017 05:49:37,9,153,Subscriber,72840
99857,06/28/2016 00:58:40,2,06/29/2016 04:42:57,13,17,Customer,64042
36621,04/04/2016 00:53:04,4,04/04/2016 11:03:25,5,478,Subscriber,97379
90355,12/17/2016 22:54:54,24,12/19/2016 00:00:49,6,204,Customer,71080
149970,12/11/2016 19:26:59,14,12/13/2016 13:06:29,25,360,Subscriber,32666
137735,05/29/2016 16:54:24,1,05/31/2016 07:09:59,22,87,Customer,78227
100296,11/05/2016 17:40:02,9,11/06/2016 21:31:38,1,314,Subscriber,78386
130324,10/28/2016 09:41:58,19,10/29/2016 21:54:02,17,453,Customer,62937
90201,07/27/2016 04:39:16,19,07/28/2016 05:42:37,1,219,Customer,09326
114604,06/04/2016 06:53:47,19,06/05/2016 14:43:51,22,258,Subscriber,12418
50833,08/02/2016 08:16:56,25,08/02/2016 22:24:09,14,430,Subscriber,36495
78625,02/16/2016 15:16:22,1,02/17/2016 13:06:47,8,166,Subscriber,16803
34648,12/31/2016 16:04:14,8,01/01/2017 01:41:42,4,121,Subscriber,70537
58322,05/17/2016 10:45:18,3,05/18/2016 02:57:20,12,343,Subscriber,40323
132901,12/23/2016 16:49:29,24,12/25/2016 05:44:30,7,129,Subscriber,98327
581,02/24/2016 14:40:23,3,02/24/2016 14:50:04,17,203,Subscriber,04181
51283,03/11/2016 17:58:13,22,03/12/2016 08:12:56,8,393,Customer,02588
48338,02/29/2016 17:18:05,3,03/01/2016 06:43:43,18,53,Customer,13635
6273,10/02/2016 23:21:36,18,10/03/2016 01:06:09,7,477,Subscriber,46003
38579,01/30/2017 14:03:26,25,01/31/2017 00:46:25,13,88,Subscriber,82214
147454,06/13/2016 00:54:25,15,06/14/2016 17:51:59,13,337,Subscriber,30656
4507,11/24/2016 00:10:27,17,11/24/2016 01:25:34,11,174,Customer,19460
67718,12/24/2016 18:23:07,12,12/25/2016 13:11:45,8,102,Subscriber,64458
24304,07/01/2016 16:40:56,5,07/01/2016 23:26:00,12,461,Subscriber,58459
151341,11/27/2016 05:48:52,5,11/28/2016 23:51:13,24,52,Customer,93602
20804,02/29/2016 07:41:31,22,02/29/2016 13:28:15,23,121,Customer,38203
123828,05/26/2016 01:31:38,7,05/27/2016 11:55:26,19,93,Customer,44970
37524,11/15/2016 18:29:44,5,11/16/2016 04:55:08,18,307,Customer,87151
171203,05/04/2016 14:51:12,14,05/06/2016 14:24:35,3,218,Customer,23242
80385,12/24/2016 05:45:04,6,12/25/2016 04:04:49,13,31,Customer,95888
88092,07/15/2016 19:22:36,17,07/16/2016 19:50:48,13,67,Subscriber,36000
72602,10/30/2016 02:40:51,1,10/30/2016 22:50:53,10,60,Subscriber,18461
19452,03/30/2016 23:50:55,24,03/31/2016 05:15:07,7,340,Subscriber,94711
112310,02/07/2016 15:17:01,17,02/08/2016 22:28:51,23,59,Subscriber,92932
35049,07/01/2016 07:14:10,19,07/01/2016 16:58:19,21,93,Subscriber,48037
95415,10/10/2016 18:39:35,13,10/11/2016 21:09:50,9,455,Customer,09382
77547,08/01/2016 14:09:51,6,08/02/2016 11:42:18,22,485,Customer,89995
117885,03/19/2016 14:05:21,7,03/20/2016 22:50:06,25,306,Customer,28708
114058,07/05/2016 10:56:54,19,07/06/2016 18:37:52,18,455,Customer,70929
83492,11/17/2016 12:54:55,4,11/18/2016 12:06:27,5,222,Subscriber,03757
5133,04/24/2016 09:42:04,11,04/24/2016 11:07:37,9,315,Customer,94053
